delta,theta,alpha,beta,label,subject_id
6.803665185691565e-11,1.5173773989939686e-11,4.762137217005269e-12,1.5914450782215486e-12,N1,7212
2.843154121838847e-10,5.3279440180379504e-11,1.659665171275317e-11,4.034976023694264e-12,N2,7212
1.8524366804382e-11,1.0258630031537899e-11,4.123340370292658e-12,1.3425337027426533e-12,REM,7212
1.5198468268523178e-11,5.1234574952109625e-12,3.614629169312564e-12,1.7324851075669285e-12,N2,7212
2.507005011112995e-10,1.8352519080686344e-11,1.0302629076567451e-11,2.0245542488583154e-12,N3,7212
1.5530998130610009e-10,1.667059080965064e-11,1.0114319003951978e-11,3.387319420252551e-12,N2,7212
3.1245466095159914e-10,2.1312107328872875e-11,7.940547492147699e-12,1.9195727578173266e-12,N3,7212
1.2568001380987493e-10,1.0078914163368605e-11,7.137299021251388e-12,2.3754550866167e-12,N2,7212
1.954790553361594e-10,1.3634611587505759e-11,7.547410056881254e-12,2.256914838645979e-12,N3,7212
3.206746965738517e-10,1.195407856166079e-11,1.1530957811411296e-11,1.4702367132627095e-12,N3,7212
2.3130614845708103e-10,1.583643718410354e-11,1.2063823223993781e-11,3.1924337330311043e-12,N3,7212
2.472703713218225e-10,1.4467049483943331e-11,8.024196497846625e-12,1.8139040405806341e-12,N3,7212
3.1059696038202623e-10,2.0580615623062188e-11,1.1699616986548887e-11,2.4181920284283165e-12,N3,7212
3.605417488682994e-10,1.7140060731551455e-11,6.509668899223302e-12,1.2255067676261472e-12,N3,7212
3.832549149764181e-10,2.0289081507142635e-11,1.3725218242197575e-11,4.177470918455427e-12,N3,7212
4.3315694126747887e-10,1.3231970818890693e-11,1.2008688566793453e-11,4.9609084152659365e-12,Wake,7212
3.829877844999549e-11,9.670119226359049e-12,7.590776657018423e-12,1.624533964404965e-12,N1,7212
8.550097886526364e-11,9.390768912229922e-12,8.40352274385335e-12,2.9958475245919623e-12,Wake,7212
4.034251523739101e-11,6.187605406578975e-12,3.940931372244499e-12,1.6266023548102719e-12,N1,7212
1.6542192186693264e-10,1.296371279311116e-11,9.283224570308051e-12,2.391310131843951e-12,Wake,7212
9.516782941423442e-11,1.2726073790967698e-11,6.2025148973602255e-12,1.933541526987592e-12,N1,7212
9.348054611974361e-11,1.3630579272602086e-11,7.689928119045806e-12,2.604972337818399e-12,N2,7212
3.820776188143803e-10,2.055844185258976e-11,1.3557759050407637e-11,4.317933261144276e-12,Wake,7212
5.0901918114426436e-11,1.141545913925693e-11,1.2293451939578273e-11,2.8886342699294402e-12,N1,7212
1.0012286975211319e-10,7.340700444313797e-12,5.1860101594413354e-12,2.2456473317273415e-12,N2,7212
7.578781909586637e-11,7.496402241344014e-12,7.674603193728516e-12,4.149983259842311e-12,Wake,7212
3.084635070065281e-11,8.997119368205844e-12,6.974401693911108e-12,2.364810043103647e-12,N1,7212
1.5589310245475729e-10,1.7736764652553245e-11,7.589940030695261e-12,2.148312834495148e-12,N2,7212
2.306071944522604e-10,1.5252223803438435e-11,9.617648536812703e-12,2.24502523823114e-12,N3,7212
6.244252309128408e-11,1.1802266864799378e-11,6.071811323279488e-12,3.898576221033756e-12,N2,7212
3.238521437334282e-10,1.2630641991096171e-11,9.126638326303262e-12,4.3568903836720265e-12,Wake,7212
1.608061842132395e-10,1.4487419844186558e-11,8.315408400363395e-12,2.1947330050811294e-12,N1,7212
6.861256556725232e-11,1.0353565443918727e-11,6.969906479267587e-12,1.7968471722037444e-12,N2,7212
1.268672959640815e-10,2.607239721133754e-11,1.2355105922397185e-11,2.792485977367448e-12,N1,7212
2.1210714394953284e-10,2.22301327420261e-11,1.1550031804554355e-11,5.921042723827025e-12,N2,7212
2.2285802093081116e-10,1.994171603255417e-11,1.4433230673590024e-11,2.805797243483872e-12,N3,7212
1.2136590534759778e-10,1.5600363710065453e-11,8.426947127759468e-12,3.662855937900768e-12,N2,7212
2.187460630568065e-10,1.472001857766527e-11,7.814123791026497e-12,1.2051963035466534e-12,N3,7212
1.3658635171316644e-10,1.3612253041802338e-11,7.056181188991631e-12,2.5526987113064534e-12,N2,7212
2.011200620935908e-10,2.1083183066455486e-11,7.90744098575556e-12,2.8598950219576413e-12,N3,7212
4.0724589855548695e-10,2.31434500715127e-11,5.992826061730063e-12,1.3137639150170412e-12,N3,7212
1.7943791026342634e-10,1.2650583433365429e-11,6.974659673007416e-12,2.0521667247367953e-12,N3,7212
4.5024353126200614e-10,2.023091516629759e-11,7.258247245943451e-12,2.5177997195346613e-12,N3,7212
1.9612601717273138e-10,1.2922306491504396e-11,6.436162922503125e-12,2.6108463891625784e-12,N3,7212
1.0260623102332633e-09,2.1647927888741827e-11,1.1182619811073482e-11,1.9848170600057434e-12,N3,7212
2.8158372982739335e-10,1.6922862699262762e-11,5.218504110866658e-12,1.1964873342512004e-12,N3,7212
5.174829362459957e-10,2.0269621624692e-11,7.228667892913436e-12,1.20278040030067e-12,N3,7212
4.0505473292022016e-10,1.749541340021323e-11,9.786652425067884e-12,1.5424756602946592e-12,N3,7212
5.804515995645857e-10,1.1676464270061936e-11,6.946078792753742e-12,1.4374686794020084e-12,N3,7212
2.6299634451554433e-10,1.1050680208197887e-11,6.909485328110197e-12,1.1702696722895073e-12,N3,7212
5.152820173729349e-10,1.3443412023785265e-11,6.612488166154374e-12,1.335370649488663e-12,N3,7212
3.9436165142688054e-10,1.7284759503623392e-11,7.32364550371729e-12,2.4419386542052744e-12,N3,7212
4.008659864216212e-10,1.7817886182740502e-11,5.387074705818029e-12,1.8538666392656373e-12,N3,7212
4.2273945147719466e-10,1.264201799378142e-11,4.719721927087173e-12,1.159312577671567e-12,N3,7212
3.8968859291765906e-10,1.466517874696776e-11,4.661506671036532e-12,1.1240876220885243e-12,N3,7212
4.192376078464858e-10,1.3535625163702097e-11,4.0334873205809246e-12,2.3986731700928586e-12,N3,7212
4.995211793588865e-11,1.590034307177165e-11,1.1349419201253018e-11,3.860764365918057e-12,Wake,7212
1.0725426384670964e-10,1.8454372315675627e-11,8.565134515138161e-12,1.1393188685795057e-12,N1,7212
1.4708423942979402e-10,2.5346240395273137e-11,1.9999650651691276e-11,2.0720994419941467e-12,N2,7212
1.4837301056496158e-11,7.928944432417312e-12,3.595768554755886e-12,1.325894481636863e-12,REM,7212
2.1943396825914538e-11,5.368067694267342e-12,8.865111858703678e-12,2.4690441869755535e-12,Wake,7212
1.8142487921911542e-11,4.540902022142294e-12,3.676079712555319e-12,1.437474890450457e-12,N1,7212
3.16648208611822e-11,1.0949792207046603e-11,7.262347297148621e-12,2.178690147798121e-12,N2,7212
3.494850906568421e-11,8.310757801528284e-12,3.9096718622721466e-12,1.4115106803313643e-12,REM,7212
1.656634734323721e-11,4.8848591564799315e-12,5.4319453218567785e-12,3.2513448617878675e-12,N1,7212
1.0019013130468933e-10,1.4353321429426847e-11,6.971271266194715e-12,2.2205538470612337e-12,N2,7212
2.8859855541272282e-11,1.0066313374090269e-11,4.149674734610527e-12,1.1526323710087387e-12,REM,7212
5.825607875715224e-11,1.8284847428979443e-11,1.3105868343690024e-11,2.1291799776021656e-12,N2,7212
4.8041906236286454e-11,6.562349318401271e-12,1.0002698182067123e-11,4.0516983509126836e-12,N1,7212
4.0047252114414605e-11,6.127320223120426e-12,7.367807532424277e-12,2.8800605239145585e-12,N2,7212
9.578851548579205e-11,1.2014828183240983e-11,5.183495408061221e-12,1.704544782942762e-12,N1,7212
6.264616801090836e-11,1.5779132559340153e-11,7.711359332649618e-12,2.7680954032102476e-12,N2,7212
1.6479458790514567e-10,5.545350551990149e-12,8.829139500824328e-12,5.836438717640996e-12,Wake,7212
3.8274781007565835e-11,1.4536451214840075e-11,7.276016336267954e-12,1.920497595408549e-12,N1,7212
4.447778927786849e-11,7.754680464866191e-12,7.307088586300315e-12,1.7874634330850272e-12,N2,7212
5.7539932368847495e-11,1.1656447048193322e-11,6.9452816400962855e-12,2.7988084179641073e-12,N1,7212
9.738078908147904e-10,2.058428104682923e-11,7.242774484382949e-12,4.963459328044633e-12,Wake,7212
1.5472001951254687e-11,4.9451877810349795e-12,4.974545206196048e-12,1.8795435486528074e-12,N1,7212
7.109403770630372e-11,1.0345268818042443e-11,6.975003904127025e-12,2.48013156545615e-12,N2,7212
3.631396774941909e-11,5.429622680678337e-12,7.448300803695953e-12,2.06365278388335e-12,Wake,7212
3.9223582110446016e-11,5.8714798223552906e-12,7.137093868416572e-12,1.92852574671874e-12,N1,7212
1.8000990955480242e-10,1.5396928793504743e-11,1.1936304866431383e-11,4.083706470869216e-12,N2,7212
7.523960952912897e-11,2.039499742891129e-11,1.3455026174902078e-11,2.96499777071782e-12,N1,7212
1.8140785961555168e-10,1.376340897853718e-11,7.468171213788408e-12,2.6868652923618687e-12,N2,7212
8.097969341568493e-11,3.4734530802598364e-12,5.0709601435569675e-12,2.221199451471372e-12,Wake,7212
2.4040340166335388e-11,8.613052446526733e-12,5.6741561100025175e-12,1.991635134848133e-12,N1,7212
3.663011745279475e-11,9.053790029989087e-12,6.282155480722449e-12,3.653667494775991e-12,N2,7212
5.341851907916036e-11,9.341910717636854e-12,9.259952386176027e-12,4.458966159483053e-12,N1,7212
6.536548079144879e-11,4.379506292951116e-12,4.719746485316633e-12,2.3951819872440864e-12,N2,7212
2.111429590115323e-11,9.933815352223463e-12,3.2901405095527816e-12,1.1356766543802466e-12,REM,7212
1.1700843128099028e-11,4.8326779505168126e-12,7.154726131755299e-12,2.056643920491323e-12,N1,7212
1.6994099792180396e-11,1.0660878865450474e-11,3.0469170256514007e-12,1.2819763006531363e-12,REM,7212
8.942028951361696e-11,6.0560257078795686e-12,7.725859857806244e-12,2.453355887346835e-12,Wake,7212
1.572188397836371e-11,4.2624136729999725e-12,3.443826637960308e-12,1.3337798658897358e-12,N1,7212
2.12915558665735e-11,5.659693542602177e-12,3.867929073236379e-12,1.085038122609142e-12,REM,7212
4.77898285627676e-11,6.4820149326323145e-12,6.027988967972341e-12,3.2195003353215697e-12,N1,7212
3.179016879666983e-11,1.1831223873897038e-11,3.258181746668378e-12,1.457086899740419e-12,N2,7212
1.890465990942963e-11,5.499986002281311e-12,4.302840053773458e-12,1.6892381694991495e-12,N1,7212
2.3526746535956595e-11,6.413419076091611e-12,4.0048294807382215e-12,1.4044907157167325e-12,N2,7212
2.0147401055699956e-09,2.7459740564767748e-11,1.0593346693382929e-11,4.195223588007561e-12,Wake,7212
1.1166125642620678e-11,5.863929649412943e-12,4.2913276167912e-12,1.524019821660487e-12,N1,7212
1.2771000803058022e-10,7.2410488656325215e-12,7.787344658132016e-12,2.010728124732754e-12,Wake,7212
1.2132982629319202e-11,4.458848456674024e-12,2.1862363476331165e-12,8.226566246313198e-13,N1,7212
1.241992387362209e-11,4.184048275454927e-12,6.6209391131356376e-12,2.14605507930663e-12,Wake,7212
1.58621732671611e-11,7.134382492123709e-12,5.0643237485489246e-12,1.5967477804293134e-12,N1,7212
5.124312043533583e-10,7.673626419640369e-12,3.0047388954206548e-12,1.7351502612364098e-12,Wake,7212
1.431653119161562e-11,3.573929158842739e-12,3.688542732722817e-12,1.2978613028108644e-12,N1,7212
1.131219615623891e-11,3.815834927778718e-12,6.8555055869578445e-12,1.903354055483455e-12,Wake,7212
1.240422674310761e-11,5.8681922154739004e-12,4.750006483244712e-12,1.4484675187760753e-12,N1,7212
5.826820074823113e-11,4.509457797093784e-12,6.635451592493654e-12,1.6601490661143067e-12,Wake,7212
3.459800282685386e-11,2.80872496829104e-12,4.2573688313606116e-12,1.1967105940899682e-12,N1,7212
6.832179931496969e-11,1.0652598766827768e-11,4.97747818448129e-12,2.218869579945835e-12,N2,7212
1.9229573593625637e-11,5.6864350153818335e-12,7.72808792319142e-12,2.225899614990311e-12,N1,7212
4.677107912629564e-11,3.3334311324858982e-12,7.52858357667606e-12,2.956833947455323e-12,Wake,7212
8.447290069077273e-12,3.0751126534081854e-12,2.466827040608785e-12,1.1386297988619702e-12,N1,7212
1.8656163985620042e-11,4.627052097736847e-12,3.3181567980252996e-12,8.575330447054145e-13,N2,7212
3.4435201013759686e-11,8.458662817875206e-12,3.2924455258488384e-12,7.938287297980855e-13,REM,7212
2.8016037833010906e-10,6.467018015652183e-12,4.754247364665205e-12,2.1435126118235843e-12,Wake,7212
4.437532676675133e-11,1.780495463546252e-10,3.3772360834252165e-10,6.033995987139877e-10,Wake,7221
9.168152955616774e-12,2.092463232473701e-12,8.545851780235377e-13,3.1520978897340113e-13,N1,7221
2.1156436506787265e-11,5.299562429387701e-12,2.12287836877721e-12,4.1630306846203796e-13,N2,7221
1.7115690904234003e-11,4.154920389401046e-12,1.687759847945173e-12,4.878342138490843e-13,N1,7221
2.365185105966502e-11,4.3608521650769814e-12,2.36020783190641e-12,5.041006213358936e-13,N2,7221
1.4600756864962847e-11,4.8263100761357144e-12,2.9343693078520872e-12,6.427589555907089e-13,N1,7221
1.0061846740109322e-11,3.0583191489510463e-12,2.0182852331321842e-12,3.93388432403834e-13,N2,7221
1.877939493405592e-11,2.7054731860061716e-12,3.37409935936666e-12,8.697107432176596e-13,N1,7221
7.77437256616463e-11,3.1523204967489826e-12,2.1011106915186523e-12,5.976564776936776e-13,Wake,7221
7.328785387508803e-12,3.1351755407740065e-12,1.9809376042102565e-12,3.743208818619388e-13,N1,7221
8.090866167551419e-12,3.139748702059842e-12,3.71770006533089e-12,1.3435944791159244e-12,Wake,7221
1.3216099609431054e-11,2.6326875120966674e-12,1.3669992207808323e-12,2.935751050234821e-13,N1,7221
9.038137483371197e-12,3.78793464906271e-12,3.413081066428332e-12,7.234174608771874e-13,Wake,7221
7.013995624888272e-12,2.390685892336502e-12,1.9723438820151664e-12,5.314925601004283e-13,N1,7221
1.5147523369705618e-11,4.9177417077088655e-12,1.746869362163133e-12,3.2038432032124175e-13,N2,7221
1.686585176850211e-11,3.552297614801667e-12,2.1258990342112146e-12,5.729116522608768e-13,N1,7221
9.23738138083059e-12,4.16671796337198e-12,1.4691899384147817e-12,3.557337777212001e-13,N2,7221
1.495119424967903e-11,3.1264786940356395e-12,3.1057781251912312e-12,1.485645968619002e-12,N1,7221
7.915513393896809e-11,1.1358695006728652e-11,4.6195304874344145e-12,3.17736269791707e-12,Wake,7221
6.523755509140219e-12,2.1036446468468884e-12,1.0076016156590847e-12,2.281207091600169e-13,N1,7221
1.76005006519971e-11,4.701319855565102e-12,1.7002367975026236e-12,2.6236232805050067e-13,N2,7221
3.01457860884847e-11,6.959036226317012e-12,1.8829530040149185e-12,4.280467405312851e-13,N1,7221
2.930060703635793e-11,6.1650741147712304e-12,2.3043737526165386e-12,2.8012764437847954e-13,N2,7221
9.512661120113392e-11,5.1290929973562815e-12,9.82963535214693e-13,1.6828413937461036e-13,N3,7221
7.15374714216866e-11,5.0867918416813e-12,1.0594466076833048e-12,1.5580874807699113e-13,N2,7221
2.238144672227225e-11,6.073704622206396e-12,1.729757339060576e-12,2.0264530779282628e-13,REM,7221
7.191112486483994e-11,2.351888465265651e-11,2.650379476681657e-11,3.1871849774447974e-11,Wake,7221
1.2196046950691166e-11,4.410262353388915e-12,1.3678515384226238e-12,3.760030502958662e-13,N1,7221
2.234796832905872e-11,4.7297143622900905e-12,1.6862508328095946e-12,2.6944128771375974e-13,N2,7221
1.8665777510219113e-11,3.904883061432179e-12,2.811538769056719e-12,5.483580786877119e-13,N1,7221
2.3251833248764878e-11,5.380629395253372e-12,1.8431982869666857e-12,4.0325470367036563e-13,N2,7221
4.894977807746744e-11,9.063232815783219e-12,5.370365576641175e-12,2.665327485239168e-12,Wake,7221
2.624429304756792e-11,7.793650296203519e-12,2.395490688029609e-12,5.445560933567624e-13,N1,7221
2.3647405272054464e-11,6.077025559787868e-12,4.985017237821733e-12,3.2358865256853085e-12,Wake,7221
1.8919176930823604e-11,3.8482302602996695e-12,1.4875304153110728e-12,3.894328315763729e-13,N1,7221
1.775602518954337e-11,3.6915775236405296e-12,1.1399405380813791e-12,2.3594553105469845e-13,N2,7221
4.6966033745184646e-11,1.4019220267046468e-11,8.646951440045969e-12,6.787031720684688e-12,Wake,7221
2.515563346676746e-11,5.2452061107440016e-12,1.9514107285446116e-12,3.0251974775509075e-13,N1,7221
1.9320013692786878e-11,4.835221226600034e-12,1.822115580592352e-12,1.9859854412376777e-13,N2,7221
4.472862065403657e-11,1.0970627201099693e-11,2.2645113084184877e-12,7.151819623396086e-13,N1,7221
2.992521770121922e-11,5.327239432501328e-12,1.6241357105039453e-12,2.6846226297557336e-13,N2,7221
5.984221383687346e-11,6.005702686248687e-12,8.277730148920049e-13,1.3158691503247325e-13,N3,7221
6.31271947858396e-11,5.1955501555949985e-12,9.206727139620786e-13,1.5413057034156378e-13,N2,7221
1.9164357691792746e-10,2.351660910365592e-11,1.1425472679613375e-11,1.4376947134395012e-11,Wake,7221
9.064438409586103e-12,5.28467450921345e-12,1.9730749681580368e-12,5.337617296319028e-13,N1,7221
1.9653410693401767e-11,4.7721782269309414e-12,1.7331556559683458e-12,2.8050462582614125e-13,N2,7221
3.146013831565569e-11,6.233438796251525e-12,4.5993815946816445e-12,2.277105495082802e-12,Wake,7221
1.9598747221696614e-11,4.283839852415177e-12,2.731529283563883e-12,2.683929794798489e-13,N1,7221
1.0031668522918568e-10,4.2563445457219905e-12,3.176014850674329e-12,1.7250689794209624e-12,Wake,7221
1.5909934637393266e-11,4.791895253465856e-12,1.7678518791066194e-12,4.0293451636688005e-13,N1,7221
2.4193379737852342e-11,4.1863290919521864e-12,2.2772677633663497e-12,4.2913018348735424e-13,N2,7221
1.8183638046446752e-11,4.537590625682528e-12,2.0859587529564504e-12,3.017888200279194e-13,N1,7221
2.593528103592162e-11,3.98387360412464e-12,2.549675635841855e-12,3.8157760678047814e-13,N2,7221
3.400745635544521e-11,6.7583400528091176e-12,4.057300471802021e-12,2.1291491690847163e-12,Wake,7221
2.065485761427168e-11,3.1471961157268016e-12,1.3843719683240668e-12,2.357739202021101e-13,N1,7221
1.5906083845601596e-11,3.88499554566521e-12,2.3473183807472957e-12,1.1921136608247668e-12,Wake,7221
1.6950734668548817e-11,3.469630110568769e-12,1.5470815355441787e-12,3.036049158514227e-13,N1,7221
3.470757233784448e-11,4.1035739206100554e-12,1.9582074070652038e-12,3.283110427695147e-13,N2,7221
2.568536725191872e-11,6.049161897165052e-12,3.6578514159710625e-12,1.7666210619064347e-12,Wake,7221
2.3741826532639114e-11,3.9866035645439e-12,1.4793855518745056e-12,2.9955917711778327e-13,N1,7221
1.9689416324745807e-11,4.489179218944467e-12,1.4128441962283574e-12,2.3477922320841337e-13,N2,7221
1.8201332487505533e-11,4.487626943456659e-12,1.9450353506448544e-12,3.6917663922723423e-13,N1,7221
2.0446644755808173e-11,4.213181252318858e-12,1.439020260913602e-12,3.2244135131754903e-13,N2,7221
4.8081720813284225e-11,3.526214431152242e-12,3.867015750473125e-12,1.427599328349741e-12,Wake,7221
1.3165476379029144e-11,2.8164798831458376e-12,1.7851582172524873e-12,3.23755590813285e-13,N1,7221
4.5086376335513734e-11,5.9603795355143645e-12,2.4253247082964934e-12,4.4121145101606367e-13,N2,7221
9.808472031827297e-12,3.026364274225348e-12,1.933313417368803e-12,3.002305847955078e-13,N1,7221
4.113886475612033e-11,4.186986170675744e-12,1.8671706194031986e-12,3.076283369682821e-13,N2,7221
